PROG.ID,ATHLETE.ID,ATHLETE.FIRST,ATHLETE.LAST,YOB,NATIONALITY,START.NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL.TIME,PROGRAM
655047,107730,Alessio,Crociani,2001,ITA,2,00:20:10,00:00:49,00:52:32,00:00:24,00:34:24,30,01:48:19,Elite Men
655047,123392,Morgan,Pearson,1993,USA,30,00:21:30,00:00:47,00:54:35,00:00:30,00:31:04,31,01:48:26,Elite Men
655047,63428,Antonio,Serrat Seoane,1995,ESP,17,00:22:03,00:00:52,00:53:57,00:00:24,00:31:26,32,01:48:42,Elite Men
655047,94563,Tjebbe,Kaindl,1999,AUT,41,00:21:21,00:00:47,00:51:18,00:00:27,00:35:08,33,01:49:01,Elite Men
655047,29226,Matthew,Wright,1992,BAR,4,00:22:13,00:00:49,00:53:50,00:00:24,00:32:02,34,01:49:18,Elite Men
655047,58566,Emil,Holm,1996,DEN,40,00:22:26,00:00:49,00:53:37,00:00:25,00:32:04,35,01:49:21,Elite Men
655047,63429,Roberto,Sanchez Mantecon,1996,ESP,16,00:23:02,00:00:51,00:54:28,00:00:23,00:30:45,36,01:49:29,Elite Men
655047,41870,Shachar,Sagiv,1994,ISR,5,00:21:31,00:00:48,00:54:33,00:00:27,00:32:13,37,01:49:32,Elite Men
655047,7167,Gaspar,Riveros,1990,CHI,35,00:22:14,00:00:50,00:53:47,00:00:28,00:32:29,38,01:49:48,Elite Men
655047,7503,Crisanto,Grajales Valencia,1987,MEX,8,00:21:24,00:00:53,00:54:34,00:00:26,00:32:45,39,01:50:02,Elite Men
655047,70032,Max,Studer,1996,SUI,23,00:22:24,00:00:52,00:53:36,00:00:24,00:32:51,40,01:50:07,Elite Men
655047,63982,Makoto,Odakura,1993,JPN,19,00:21:36,00:00:52,00:54:24,00:00:28,00:32:55,41,01:50:15,Elite Men
655047,39974,Jelle,Geens,1993,BEL,11,00:23:13,00:00:53,00:54:16,00:00:26,00:31:47,42,01:50:35,Elite Men
655047,11162,Rostislav,Pevtsov,1987,AZE,1,00:21:33,00:00:49,00:56:01,00:00:31,00:31:42,43,01:50:36,Elite Men
655047,16392,Richard,Murray,1989,NED,7,00:22:43,00:00:50,00:54:48,00:00:23,00:32:11,44,01:50:55,Elite Men
655047,69143,Manoel,Messias,1996,BRA,26,00:23:08,00:00:53,00:54:21,00:00:31,00:32:07,45,01:51:00,Elite Men
655047,55495,Luke,Willian,1996,AUS,46,00:22:09,00:00:54,00:53:40,00:00:25,00:34:05,46,01:51:13,Elite Men
655047,103530,Aram Michell,Peñaflor Moysen,1999,MEX,9,00:23:07,00:00:49,00:54:27,00:00:27,00:32:56,47,01:51:46,Elite Men
655047,79730,Tyler,Smith,1998,BER,14,00:21:39,00:00:55,00:54:16,00:00:27,00:34:42,48,01:51:59,Elite Men
655047,56550,Adrien,Briffod,1994,SUI,22,00:21:30,00:00:51,00:54:30,00:00:24,00:35:06,49,01:52:21,Elite Men
655047,23656,Felix,Duchampt,1989,ROU,54,00:23:05,00:00:50,00:56:35,00:00:30,00:35:00,50,01:56:00,Elite Men
655048,63163,Cassandre,Beaugrand,1997,FRA,33,00:22:32,00:00:53,00:58:20,00:00:28,00:32:42,1,01:54:55,Elite Women
655048,84816,Julie,Derron,1996,SUI,7,00:22:51,00:00:54,00:57:58,00:00:27,00:32:51,2,01:55:01,Elite Women
655048,117212,Beth,Potter,1991,GBR,25,00:22:25,00:00:54,00:58:26,00:00:26,00:32:59,3,01:55:10,Elite Women
655048,125375,Emma,Lombardi,2001,FRA,34,00:22:36,00:00:56,00:58:12,00:00:27,00:33:05,4,01:55:16,Elite Women
655048,7776,Flora,Duffy,1987,BER,44,00:22:05,00:00:56,00:58:44,00:00:28,00:33:59,5,01:56:12,Elite Women
655048,49545,Georgia,Taylor-Brown,1994,GBR,26,00:22:41,00:00:53,00:58:12,00:00:29,00:34:20,6,01:56:35,Elite Women
655048,55701,Maya,Kingma,1995,NED,49,00:22:20,00:00:59,00:58:25,00:00:27,00:34:42,7,01:56:53,Elite Women
655048,70413,Laura,Lindemann,1996,GER,37,00:22:48,00:00:53,00:59:07,00:00:31,00:33:42,8,01:57:01,Elite Women
655048,79065,Lisa,Tertsch,1998,GER,38,00:22:45,00:00:50,00:59:12,00:00:29,00:33:47,9,01:57:03,Elite Women
655048,81334,Taylor,Spivey,1991,USA,11,00:22:43,00:00:57,00:58:04,00:00:30,00:34:57,10,01:57:11,Elite Women
655048,112738,Maria,Tomé,2001,POR,41,00:24:17,00:00:56,00:57:34,00:00:31,00:33:55,11,01:57:13,Elite Women
655048,79066,Nina,Eim,1998,GER,36,00:23:38,00:00:53,00:58:16,00:00:29,00:33:57,12,01:57:13,Elite Women
655048,106358,Roksana,Slupek,1999,POL,28,00:23:33,00:00:57,00:58:18,00:00:29,00:33:59,13,01:57:16,Elite Women
655048,22170,Rachel,Klamer,1990,NED,50,00:23:30,00:01:00,00:58:15,00:00:29,00:34:25,14,01:57:39,Elite Women
655048,86051,Kate,Waugh,1999,GBR,27,00:24:17,00:00:51,00:57:39,00:00:28,00:34:33,15,01:57:48,Elite Women
655048,39683,Alice,Betto,1987,ITA,54,00:23:41,00:00:56,00:58:11,00:00:28,00:34:40,16,01:57:56,Elite Women
655048,31827,Anna,Godoy Contreras,1992,ESP,43,00:23:33,00:00:57,00:58:17,00:00:29,00:34:57,17,01:58:13,Elite Women
655048,80813,Rosa Maria,Tapia Vidal,1997,MEX,17,00:24:12,00:00:53,00:57:44,00:00:27,00:35:13,18,01:58:29,Elite Women
655048,80643,Taylor,Knibb,1998,USA,10,00:24:08,00:00:56,00:57:45,00:00:31,00:35:17,19,01:58:37,Elite Women
655048,125061,Djenyfer,Arnold,1993,BRA,23,00:24:03,00:00:56,00:57:49,00:00:26,00:35:31,20,01:58:45,Elite Women
655048,123455,Sophie,Linn,1995,AUS,14,00:23:56,00:00:54,00:57:59,00:00:28,00:35:35,21,01:58:52,Elite Women
655048,106581,Bianca,Seregni,2000,ITA,55,00:22:14,00:00:59,00:59:37,00:00:31,00:35:50,22,01:59:11,Elite Women
655048,135877,Tilda,Månsson,2004,SWE,47,00:24:03,00:00:59,00:57:48,00:00:33,00:35:59,23,01:59:22,Elite Women
655048,113106,Jolien,Vermeylen,1994,BEL,6,00:22:42,00:00:54,00:59:16,00:00:29,00:36:23,24,01:59:44,Elite Women
655048,81882,Vittoria,Lopes,1996,BRA,24,00:22:18,00:00:57,00:59:42,00:00:32,00:36:41,25,02:00:10,Elite Women
655048,16368,Zsanett,Kuttor-Bragmayer,1994,HUN,48,00:22:34,00:00:56,00:58:15,00:00:27,00:38:12,26,02:00:24,Elite Women
655048,41158,Leonie,Periault,1994,FRA,35,00:24:06,00:00:57,01:00:35,00:00:31,00:34:31,27,02:00:40,Elite Women
655048,131701,Xinyu,Lin,2002,CHN,46,00:23:38,00:00:55,00:58:18,00:00:32,00:37:27,28,02:00:50,Elite Women
655048,26478,Petra,Kurikova,1991,CZE,19,00:24:02,00:00:57,01:00:40,00:00:30,00:34:53,29,02:01:02,Elite Women
655048,73426,Lizeth,Rueda Santos,1994,MEX,16,00:23:55,00:00:55,00:57:58,00:00:38,00:37:52,30,02:01:18,Elite Women
655048,64750,Nicole,Van Der Kaay,1996,NZL,53,00:24:13,00:00:57,01:00:29,00:00:30,00:35:24,31,02:01:33,Elite Women
655048,41079,Julia,Hauser,1994,AUT,2,00:24:41,00:00:57,01:00:39,00:00:32,00:34:55,32,02:01:44,Elite Women
655048,30383,Miriam,Casillas García,1992,ESP,42,00:26:03,00:00:58,00:59:14,00:00:27,00:35:04,33,02:01:46,Elite Women
655048,7525,Elizabeth,Bravo,1987,ECU,1,00:24:06,00:00:57,01:00:38,00:00:30,00:35:38,34,02:01:49,Elite Women
655048,69055,Emy,Legault,1996,CAN,21,00:24:04,00:00:56,01:00:40,00:00:32,00:35:42,35,02:01:54,Elite Women
655048,82017,Alberte,Kjær Pedersen,1998,DEN,51,00:24:40,00:00:55,01:00:41,00:00:27,00:35:19,36,02:02:02,Elite Women
655048,83323,Maria Carolina,Velasquez Soto,1997,COL,4,00:24:38,00:00:56,01:00:41,00:00:32,00:35:26,37,02:02:13,Elite Women
655048,72769,Claire,Michel,1988,BEL,5,00:26:05,00:00:56,00:59:16,00:00:28,00:35:37,38,02:02:22,Elite Women
655048,58449,Verena,Steinhauser,1994,ITA,56,00:24:51,00:00:56,01:00:28,00:00:29,00:35:51,39,02:02:35,Elite Women
655048,17285,Yuko,Takahashi,1991,JPN,39,00:24:11,00:00:54,01:00:35,00:00:29,00:36:33,40,02:02:42,Elite Women
655048,80082,Erica,Hawley,1998,BER,45,00:24:05,00:00:58,01:00:37,00:00:31,00:36:44,41,02:02:55,Elite Women
655048,45907,Natalie,Van Coevorden,1992,AUS,15,00:24:18,00:00:56,01:00:26,00:00:29,00:36:52,42,02:03:01,Elite Women
655048,115148,Cathia,Schär,2001,SUI,8,00:26:14,00:00:59,00:59:02,00:00:28,00:36:45,43,02:03:28,Elite Women
655048,92305,Ainsley,Thorpe,1998,NZL,52,00:23:59,00:00:55,01:01:22,00:00:27,00:37:05,44,02:03:48,Elite Women
655048,47942,Melanie,Santos,1995,POR,40,00:24:20,00:00:57,01:01:00,00:00:28,00:37:03,45,02:03:48,Elite Women
655048,7803,Vicky,Van Der Merwe,1989,RSA,29,00:26:09,00:00:57,01:02:07,00:00:30,00:35:33,46,02:05:16,Elite Women
655048,21487,Romina,Biagioli,1989,ARG,18,00:24:09,00:00:56,01:01:12,00:00:33,00:38:46,47,02:05:36,Elite Women
655048,94515,Solveig,Løvseth,1999,NOR,30,00:28:00,00:00:58,01:00:14,00:00:33,00:36:04,48,02:05:49,Elite Women
655048,89532,Kirsten,Kasper,1991,USA,9,00:22:39,00:00:53,01:05:47,00:00:31,00:36:48,49,02:06:38,Elite Women
655048,11879,Lisa,Perterer,1991,AUT,3,00:27:52,00:01:03,01:00:16,00:00:35,00:37:41,50,02:07:27,Elite Women
655048,107593,Edda,Hannesdottir,1994,ISL,22,00:24:49,00:00:59,01:03:25,00:00:38,00:40:55,51,02:10:46,Elite Women
